tokens;tags
['▁тис'];['O']
['▁велосипед', 'ы'];['B-TYPE', 'I-TYPE']
['▁мол', 'очные'];['B-TYPE', 'I-TYPE']
['ispekli', 'dlja', 'vas', '58', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁мл', 'хи', 'то'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['vse', 'dlja', 'uborki', '100', '%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁го', 'й', 'я'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['жвачка', '140', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁полу', 'коп', 'чено', 'е', '▁кол', 'бас', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['орехи', '110', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Уксус', '2л'];['B-TYPE', 'B-VOLUME']
['без', 'лактозы', '500Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁с', '▁а', 'плик', 'атор'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['колбаса', '230', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'тру', 'c', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁марш', 'ме', 'лок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['грибы', 'когда', '250г'];['B-TYPE', 'O', 'B-VOLUME']
['комбо', '160g'];['B-TYPE', 'B-VOLUME']
['W70Г', 'соусы'];['B-VOLUME', 'B-TYPE']
['овощи', '500', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['sportivnoe', 'pitanie', 'пожалуйста', '1', 'шт'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['▁су', 'хар', 'ири', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['залить', 'кипятком', 'тот', '103', 'г'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['пиво', '0.5%'];['B-TYPE', 'B-PERCENT']
['колбаса', 'ты', '250г'];['B-TYPE', 'O', 'B-VOLUME']
['▁соба', 'чий', '▁сухо', 'й', '▁корм'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-TYPE']
['чипсы', '40г'];['B-TYPE', 'B-VOLUME']
['▁ну', 'га', '▁ум'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁кур', 'ий', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ма', 'фф', 'и', 'нц'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['36г', 'Сахар'];['B-VOLUME', 'B-TYPE']
['СУПЫ', '400г', 'стало'];['B-TYPE', 'B-VOLUME', 'O']
['▁че', 'сно', 'к', '▁су', 'шен'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['10шт', 'Предметы', 'Для', 'Уборки'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁гал', 'е', 'ты', '▁', 'зер', 'ница'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'тау', 'рин'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сум', 'ки', '▁e', 'conta'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['творог', '500г'];['B-TYPE', 'B-VOLUME']
['▁та', 'з', '▁mall', 'ony'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁пере', 'пе', 'лин'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['aromaty', 'dlja', 'doma', '50', 'мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['tvorog', '3.2-4%'];['B-TYPE', 'B-PERCENT']
['▁купа', 'ты', '▁che', 'rki', 'zo'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['0.0%', 'вино', 'для'];['B-PERCENT', 'B-TYPE', 'O']
['Л', '▁кола'];['B-VOLUME', 'B-TYPE']
['▁сок', '▁овощ', 'ной'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['дача', '1.4л'];['B-TYPE', 'B-VOLUME']
['Для', 'Собак', '350мл'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['210г', 'крекеры'];['B-VOLUME', 'B-TYPE']
['▁сыр', 'ци', 'е', 'ды'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁са', 'лын', 'тки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['детские', 'напитки', '20', 'g'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁поро', 'шок', '▁чист', 'ящий'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁5%', '▁', 'трап', '▁', 'нет'];['B-PERCENT', 'B-BRAND', 'I-BRAND', 'B-TYPE', 'O']
['ароматы', 'для', 'дома', 'под', '250мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'B-VOLUME']
['▁сыр', '▁', 'твер'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['чтобы', 'Консервы', '314Мл'];['O', 'B-TYPE', 'B-VOLUME']
['ДЛЯ', 'ДРУГИХ', 'ПИТОМЦЕВ', '20л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['▁ви', 'енные'];['B-TYPE', 'I-TYPE']
['о', 'отдых', '1.4л'];['O', 'B-TYPE', 'B-VOLUME']
['новинки', 'с', 'доставкой', '3.', '2', '%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT']
['340Мл', 'выпечка'];['B-VOLUME', 'B-TYPE']
['МЁД', '365', 'g'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Лаваш', '360', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['соломка', '30', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['дёшево', '250г', 'ФРУКТЫ'];['O', 'B-VOLUME', 'B-TYPE']
['детское', 'питание', '5%'];['B-TYPE', 'I-TYPE', 'B-PERCENT']
['▁со', 'ло', 'ь'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кра', 'б', 'овое', '▁мя', 'со'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['35', 'г', 'кукурузные', 'снеки'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE']
['кукурузные', 'снеки', 'W00г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁', 'земля', '▁', 'Сок', 'вон'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'O']
['60г', 'Сыр'];['B-VOLUME', 'B-TYPE']
['600г', 'БЕЗ', 'ЛАКТОЗЫ'];['B-VOLUME', 'B-TYPE', 'I-TYPE']
['▁че', 'ь', 'у', 'рек'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁блуз', 'а', '▁ya'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['паштеты', '220Г'];['B-TYPE', 'B-VOLUME']
['500', 'Г', 'паштеты'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['выпечка', '250', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Мёд', '19', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁че', 'чел'];['B-BRAND', 'I-BRAND']
['кефир', '10-20%'];['B-TYPE', 'B-PERCENT']
['▁voda', 'ТРА'];['B-TYPE', 'B-VOLUME']
['▁ке', '▁1%'];['B-TYPE', 'B-PERCENT']
['халва', '40', 'g', 'они'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'O']
['▁Prin', '▁ЧИ'];['B-BRAND', 'B-TYPE']
['▁картоф', 'ел', 'ль'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁х', 'се', 'ме', 'чки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['175', 'мл', 'Газировка'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['Аптека', '18шт'];['B-TYPE', 'B-VOLUME']
['Q60Г', 'десерты'];['B-VOLUME', 'B-TYPE']
['▁ку', 'кур', 'уз', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['лаваш', '330г'];['B-TYPE', 'B-VOLUME']
['▁го', 'рох', 'ч'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁без', 'ла', 'ко', 'оз', 'го', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ту', 'аль', 'е', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['уксус', '9', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['завтраки', '440g'];['B-TYPE', 'B-VOLUME']
['СУПЫ', '350г'];['B-TYPE', 'B-VOLUME']
['▁под', 'гуз', 'ники'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁охот', 'ни', 'ч', 'ь', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁макар', 'он', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁вода', '▁', 'п', '▁', 'Объём'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-VOLUME', 'I-VOLUME']
['завтраки', 'как', '5', '%'];['B-TYPE', 'O', 'B-PERCENT', 'I-PERCENT']
['400', 'г', 'консервы'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁с', '▁%', 'ts', 'ни'];['B-TYPE', 'B-PERCENT', 'B-BRAND', 'O']
['тот', '▁САХАР', '▁3'];['O', 'B-TYPE', 'B-VOLUME']
['сыр', '275г'];['B-TYPE', 'B-VOLUME']
['только', 'в', 'доставке', '13', '%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['зефир', '16', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁по', 'ми', 'жо'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁со', '▁schw'];['B-TYPE', 'B-BRAND']
['▁ш', 'тру', 'дели'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['konfety', '90', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['shokolad', '150', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'лежа', 'ки', ',', '▁дом', 'ики'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['чистящие', 'средства', '50г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['детские', 'напитки', '1.', '6', '%'];['B-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT']
['▁сахар', '▁3'];['B-TYPE', 'B-VOLUME']
['▁т', 'тор', 'т'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'маркет', '▁м', 'ё', 'д'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['новый', 'соломка', '110g'];['O', 'B-TYPE', 'B-VOLUME']
['400', 'г', 'без', 'лактозы'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE']
['▁до', 'мест', 'ес'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['леденцы', '500', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁кар', 'то', 'ы', 'ель', '▁в', '▁се', 'тке'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁сака', 'рон', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['1', 'ШТ', 'уход', 'за', 'полостью', 'рта'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['мёд', '70%'];['B-TYPE', 'B-PERCENT']
['▁про', 'ие', '▁', 'ы', 'бо', 'во', 'щ', 'ные'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['▁сы', 'во'];['B-TYPE', 'I-TYPE']
['▁класс', 'ический', '▁х', 'ле'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['СКИДКИ', 'НЕДЕЛИ', '900г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['Конфеты', '58г'];['B-TYPE', 'B-VOLUME']
['450', 'мл', 'Крупы'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁календар', 'ь', '▁mi', 'f'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['КАКАО', '250Г'];['B-TYPE', 'B-VOLUME']
['▁мали', 'нов', 'пя'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сен', 'лв', 'ич'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁си', 'др', '▁марк', 'е'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['340г', 'лёд'];['B-VOLUME', 'B-TYPE']
['ЕМ', '▁smeta'];['B-BRAND', 'B-TYPE']
['▁', 'руч', 'ках', '▁лу'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁кал', 'мар', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁фр', 'ук', 'то', 'вая'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сме', 'сь', '▁ну', 'три', 'лак', '▁комфорт'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND']
['▁кон', 'струк', 'тра'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ламп', 'ад', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁вер', 'миш', 'п', 'ль'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁бат'];['B-TYPE']
['▁кап', 'уста', '▁мор', 'ская', '▁с', '▁', 'каль', 'мар', 'ом'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O', 'O']
['▁мл', 'р', 'ков'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['семечки', '200Г'];['B-TYPE', 'B-VOLUME']
['спортивное', 'питание', '6%'];['B-TYPE', 'I-TYPE', 'B-PERCENT']
['Соленья', '1.5кг'];['B-TYPE', 'B-VOLUME']
['▁орех', 'и', '▁в', '▁пан', 'иров', 'ке'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁пр', 'ль', 'мени'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['хотя', '3', 't0', 'Г', 'МАЙОНЕЗ'];['O', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'B-TYPE']
['20г', 'ВАФЛИ'];['B-VOLUME', 'B-TYPE']
['75g', 'krekery', 'именно'];['B-VOLUME', 'B-TYPE', 'O']
['ovoschi', '45г'];['B-TYPE', 'B-VOLUME']
['▁коп', 'чен', 'ов', 'сти'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['основные', 'блюда', 'T00г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁руб', 'лев', 'ский', '▁', 'зе', 'льц'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сме', 'сь', '▁овощ', 'ей'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['ТЕСТО', '1', 'kg'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['Макароны', '450г'];['B-TYPE', 'B-VOLUME']
['▁has', 'bro', '▁по', 'гр', 'е', 'муш', 'к'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['Птица', '450г'];['B-TYPE', 'B-VOLUME']
['ОДЕЖДА', '1', 'P0', 'Мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['▁при', 'права', '▁к', '▁су', 'пу'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['сметана', '270', 'ml'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'ады', 'гей', 'ская'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁60', '▁ме'];['B-VOLUME', 'B-TYPE']
['▁мо', 'рож', 'но'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁гре', 'й', 'п', 'фу', 'т'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['80', 'Г', 'всё', 'для', 'выпечки'];['B-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ква', 'сц'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['драже', 'w00', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁во', 'ск', 'овые', '▁полос', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['салфетки', '1', 'W0', 'ШТ'];['B-TYPE', 'B-VOLUME', 'I-VOLUME', 'I-VOLUME']
['▁гри', 'л'];['B-TYPE', 'I-TYPE']
['▁с', 'тир', 'альный', '▁по', 'рош'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['370', 'МЛ', 'квас'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁смета', 'ной', '▁в', 'ем'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['овощи', '45', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['1.', '5', 'л', 'Всё', 'Для', 'Уборки', 'под'];['B-VOLUME', 'I-VOLUME', 'I-VOLUME', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'O']
['РЫБНЫЕ', 'СНЕКИ', 'сегодня', '40Г'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME']
['▁activ'];['B-BRAND']
['семечки', '100', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['МОЛОКО', '11%'];['B-TYPE', 'B-PERCENT']
['ароматы', 'для', 'дома', '19мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME']
['вон', 'перекусы', '370МЛ'];['O', 'B-TYPE', 'B-VOLUME']
['▁', 'каль', 'ва', 'до'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['bez', 'laktozy', '400Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['soki', '385', 'Мл'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['отдых', '2.5', 'Кг'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['16', '%', 'мармелад'];['B-PERCENT', 'I-PERCENT', 'B-TYPE']
['▁сок', '▁с', '▁труб'];['B-TYPE', 'O', 'O']
['▁вода', 'li'];['B-TYPE', 'B-BRAND']
['80Г', 'он', 'вся', 'готовая', 'еда'];['B-VOLUME', 'O', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['бумага', '2', 'sht'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁korm', 'kg'];['B-TYPE', 'B-VOLUME']
['▁кру', 'ос', 'сан'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'вен', 'ские', '▁со', 'си', 'ски'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁орех', 'ов', 'в', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁у', 'ня', 'жел', 'ители'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁стол', 'ы', '▁сад', 'овые'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁ке', '▁', '1', '%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT']
['▁шп', 'ика', 'чки', '▁цар', 'ь'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['снова', 'в', 'школу', 'как', '1.6%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'B-PERCENT']
['▁лу', 'ку', 'мы', '▁метро', 'полис'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['для', 'котиков', '85', 'г'];['B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁', 'сады', '▁при', 'дон', 'ья', '▁прям'];['B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'O']
['▁мас', 'лиц', '▁без', '▁кос', 'то', 'чек'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['мясо', '230г'];['B-TYPE', 'B-VOLUME']
['Веган', '200g'];['B-TYPE', 'B-VOLUME']
['▁му', 'к', 'па'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['спортивное', 'питание', '30мл'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['260мл', 'ЭНЕРГЕТИКИ'];['B-VOLUME', 'B-TYPE']
['Уход', 'За', 'Полостью', 'Рта', '94', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['стирка', '900', 'ml'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁кофе', '▁мол', 'от', 'ый'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['spetsii', '145', 'МЛ'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['0.75l', 'соки'];['B-VOLUME', 'B-TYPE']
['▁и', 'нд', 'ю', 'шки', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['vino', '750', 'МЛ'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['крекеры', '300г'];['B-TYPE', 'B-VOLUME']
['▁с', 'вин', 'рна'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['где', 'всё', 'для', 'уборки', '100%'];['O', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['▁твор', 'ожен', 'ная'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁спец', 'ии', '▁для', '▁к'];['B-TYPE', 'I-TYPE', 'O', 'O']
['▁конф', 'е', 'ты', '▁крас', 'ная', '▁шап', 'очка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁berlin', '▁с'];['B-BRAND', 'B-TYPE']
['▁кру', 'а', 'сп', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁зелен', 'ь', '▁для', '▁сала'];['B-TYPE', 'I-TYPE', 'O', 'O']
['▁конф', 'е', 'ты', '▁вкус', 'ии', '▁поль', 'за'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['котлеты', '560', 'г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['2.', '8', '-', '5.', '6', '%', 'польза'];['B-PERCENT', 'I-PERCENT', 'I-PERCENT', 'I-PERCENT', 'I-PERCENT', 'I-PERCENT', 'B-TYPE']
['▁макар', 'оны', '▁рак', 'ушки'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['54Г', 'sahar'];['B-VOLUME', 'B-TYPE']
['▁гра', 'нула', 'х', '▁с'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['3кг', 'ЗЕЛЕНЬ'];['B-VOLUME', 'B-TYPE']
['для', 'кошек', 'вы', '40', 'Г'];['B-TYPE', 'I-TYPE', 'O', 'B-VOLUME', 'I-VOLUME']
['▁су', 'лугун', 'и', '▁zor'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁кур', 'оп'];['B-TYPE', 'I-TYPE']
['▁шам', 'пу', 'ня', '▁lume', 'ne'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁я', 'бю', 'ло', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['40%', 'мясные'];['B-PERCENT', 'B-TYPE']
['грибы', 'e00', 'Г'];['B-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁лимон', 'ная'];['B-TYPE', 'I-TYPE']
['▁', 'ВОДА', '▁ли'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁макар', 'он', 'с'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кол', 'бас', 'у'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁вина', '▁игри', 'сты', 'е'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['473', 'мл', 'энергетики'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['▁hein', 't'];['B-BRAND', 'I-BRAND']
['▁ра', 'ви', 'ол', 'ло', '▁вар', 'е', 'ники'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['морсы', '1.5л'];['B-TYPE', 'B-VOLUME']
['оно', 'сыр', '120g'];['O', 'B-TYPE', 'B-VOLUME']
['200', 'Г', 'semechki'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['салаты', '100Г'];['B-TYPE', 'B-VOLUME']
['▁стру', 'чков'];['B-TYPE', 'I-TYPE']
['▁смо', 'рож', 'е', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁dr', '.', 'ba', 'kers', '▁раз', 'рых', 'ли', 'тель'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кофе', 'й', 'ник', '▁liber', 'hau'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁кор', 'я', 'об', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁а', 'пель', 'с'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁rado', 'x', '▁хочу'];['B-BRAND', 'I-BRAND', 'O']
['200', 'Шт', 'bumaga'];['B-VOLUME', 'I-VOLUME', 'B-TYPE']
['всё', 'для', 'выпечки', '26', '%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁тер', 'к'];['B-TYPE', 'I-TYPE']
['▁кон', 'д'];['B-TYPE', 'I-TYPE']
['УХОД', 'ЗА', 'ВОЛОСАМИ', '174', 'мл'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['Предметы', 'Для', 'Уборки', '1', 'rшт'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ды', '▁ур', 'ии'];['O', 'O', 'O']
['▁дра', 'же', '▁tic', '▁tac'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'B-BRAND']
['залить', 'кипятком', '19г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁green', 'tek', '▁са', 'жен', 'ец'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁крыш', 'ка', '▁mal', 'lon'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
