tokens;tags
['▁че', 'нок'];['B-TYPE', 'I-TYPE']
['▁топ', 'лено', 'е', '▁МАСЛО'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁хлеб', '▁СТОЛИЧН', 'ЫЙ'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁я', 'блок', 'и', '▁го', 'ль', 'ден'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁короб', 'ка', '▁век', 'то'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁о', 'кор', 'чок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁бра', 'сле'];['B-TYPE', 'I-TYPE']
['▁dre', 'eme'];['B-BRAND', 'I-BRAND']
['▁фр', 'ит', 'экс', '▁блуз', 'ки'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁со', 'й', 'ус'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Сви', 'Нина', '▁Мор', 'Ожен', 'Ая'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁н', 'руд', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁напр', 'лни', 'тел'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пи', 'рож', 'ные', '▁мой'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁татар', 'ские'];['B-TYPE', 'I-TYPE']
['▁', 'Опи', 'Вок'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁от', 'бели', 'ва', 'тель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁до', 'шы', 'рак'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'заг', 'ус'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁mer', 'let', 'to', '▁', 'НУ', 'ГИ'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁св', 'ку', 'ла'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'лан', 'сел', 'от'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁т', 'рус', 'ики', '▁LO', 'VULA'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁de', 'li'];['B-BRAND', 'I-BRAND']
['▁то', 'ф'];['B-TYPE', 'I-TYPE']
['▁', 'перс', 'ики', '▁в', '▁банке'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['▁МО', 'РОЖ', 'РО', 'Е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁сыр', '▁че', 'дер'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁кот', 'лет', 'ы', '9'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мор', 'ко', 'ака'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁bella'];['B-BRAND']
['▁фр', 'ук', 'то', 'вая', '▁Смес'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁ски', 'т', 'лс'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁', 'шп', 'ика', 'чки', '▁', 'ца'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁са', 'лы', 'фет', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пр', 'ль', 'мени'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ше', 'я', '▁сви', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁сер', 'вир', 'ово', 'чная', '▁Посуд'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁пиво', '▁не', 'фи', 'ль', 'тро', 'нное'];['O', 'O', 'O', 'O', 'O', 'O']
['▁минерал', 'ьная', '▁газ', 'ирован', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁вы', 'пе', 'чки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ски', 'ф', '▁голуб'];['B-BRAND', 'I-BRAND', 'B-TYPE']
['▁КЕ', 'ФИ', 'Р', '▁для', '▁о', 'кро', 'шки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁ча', 'шек', '▁reme', 'c'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁pir', 'ina'];['B-BRAND', 'I-BRAND']
['▁сыр', 'рый'];['B-TYPE', 'I-TYPE']
['▁', 'сор', 'м', 'овский'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['БЗМЖ', 'сыр'];['B-BRAND', 'B-TYPE']
['▁drum', 'mies'];['B-BRAND', 'I-BRAND']
['▁продукты', '▁ди', 'е', 'тически'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁хр', 'ен', '▁и', '▁ГОР', 'ЧИЦА'];['B-TYPE', 'I-TYPE', 'O', 'B-TYPE', 'I-TYPE']
['▁по', 'н', 'чики', '▁бер', 'лин', 'ские'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пя', 'чень', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ме', 'кси', 'кан', 'ск', 'я'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁рулет', '▁ФИЛ', 'ЕЙ', 'НЫЙ'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кар', 'ьо', 'ы', 'ель'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁TO', 'FFI', 'FE', 'E'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁от', 'верт', 'ки', '▁stay', 'er'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'Инди', 'Ла'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁й', 'у', 'гур', 'д'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁МАРШ', 'МЕ', 'ЛУ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁по', 'ми', 'дл'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁рыб', 'ная', 'у'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ай', 'м'];['B-TYPE', 'I-TYPE']
['▁фр', 'ру', 'то'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ин', 'руш', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁glob'];['B-BRAND']
['сыр', 'БЗМЖ'];['B-TYPE', 'B-BRAND']
['▁', 'че', 'бу', 'пи', 'ц', 'цу'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кон', 'фер', 'тики', '▁с', '▁вет', 'чи', 'ной'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁', 'ОЧКИ', '▁g'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁твор', 'ож', 'ее'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁тор', 'та', 'лет', 'у', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁шоколад', '▁пик', 'ник'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁', 'прочие', '▁каш', 'и'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁чист', 'я', 'щее'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сок', '▁дж', 'ей', '▁се', 'вен'];['B-TYPE', 'B-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁чи', 'п', 'сы', '~'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Аб', 'Се'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁се', 'мян'];['B-TYPE', 'I-TYPE']
['▁мор', 'ков', 'ь', '▁бел', 'о', 'руч'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁z', 'кор', 'ю', 'шка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁мар', 'е', 'лад', '▁ел', 'ене'];['O', 'O', 'O', 'O', 'O']
['▁сме', 'сь', '▁Овощ', 'Ей'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁СТРО', 'ГАН', 'ИНА'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Перс'];['B-TYPE', 'I-TYPE']
['▁пет', 'руш', 'ки', '▁ви', 'ктор', 'и'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁хлоп', 'ья', '▁', 'ов'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁орех', 'и', '▁сме', 'сь'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['кофе', '52Г'];['B-TYPE', 'B-VOLUME']
['▁', 'соль', '▁круп', 'ная'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['ДЛЯ', 'СОБАК', 'eingo'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁От', 'Верт', 'Ки', '▁stay', 'er'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁ка', 'ь', 'ь', 'мар'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ба', 'ды'];['B-TYPE', 'I-TYPE']
['▁са', 'во', 'я', 'рди'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Ж', 'М', 'Д', 'КОЕ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁э', 'фа', 'соль'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁о', 'вся'];['B-TYPE', 'I-TYPE']
['▁масса', '▁твор', 'ож', 'ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁art', 'fru', 'it', '▁', 'спар', 'жа'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁руко', 'лл', 'аю', 'ю'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁бел', 'город', 'ры', 'ба', '▁С'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE']
['▁', 'ки', 'ндер', '▁', 'Яй', 'Цо', '▁большое'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE']
['▁крут', 'ец'];['B-TYPE', 'I-TYPE']
['▁игровые', '▁на', 'бо'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁шо', 'клад'];['B-TYPE', 'I-TYPE']
['▁те', 'что'];['B-TYPE', 'I-TYPE']
['▁сме', 'и', 'ан'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁фр', 'ук', 'то'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'канц', 'е', 'ляр', 'ские', '▁Набор', 'Ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁са', 'нки', ',', '▁лед', 'ян', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁мор', 'ожен', 'ное', '▁шоколад', 'ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁пл', 'ми', 'дор', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ПЕЛЬ', 'МЕНИ'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁макар', 'ун'];['B-TYPE', 'I-TYPE']
['▁д', 'мит', 'ский'];['O', 'O', 'O']
['▁', 'ов', 'дина', '▁мор', 'ожен', 'ная'];['O', 'O', 'O', 'O', 'O', 'O']
['▁же', 'вате', 'льны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁шам', 'пу', 'нь', '▁Карап'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁ле', 'бен', 'ец'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['80г', 'хлеб'];['B-VOLUME', 'B-TYPE']
['▁бара', 'ний', 'мор', 'о', 'енный'];['O', 'O', 'O', 'O', 'O']
['▁му', 'ка', 'г'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁круп', 'а', '▁я', 'чне', 'вая'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кле', 'енка'];['B-TYPE', 'I-TYPE']
['▁пище', 'вой', '▁плен', 'ка'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁салат', 'ы', '▁бел', 'город', 'ры', 'б'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁и', 'нд', 'н', 'йка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁рукав', '▁для', '▁па'];['B-TYPE', 'O', 'O']
['▁Са', 'Ль', 'Фе', 'Ь', 'Ки'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Ма', 'Ляр', 'Ные', '▁', 'ИНСТРУМЕНТ', 'Ы'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['пряники', 'со'];['B-TYPE', 'B-BRAND']
['▁БЕЗ', 'Г', 'ЛЮ', 'ТЕН', 'ОВЫЕ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁Й', 'О', 'Гурт', '▁', 'ПИТЬ', 'ЕВОЙ'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁бланк', 'и'];['B-TYPE', 'I-TYPE']
['▁', 'корм', '▁д', 'лч', '▁кот', 'ят'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O', 'O']
['▁средство', '▁от', '▁моли'];['B-TYPE', 'O', 'O']
['▁', 'Оде', 'Яла'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁swe', 'n'];['O', 'O']
['▁кур', 'тя'];['B-TYPE', 'I-TYPE']
['▁Мар', 'Ме', 'Лаж'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁пал', 'очка', '▁рус', 'ало', 'ч', 'к'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁СМЕ', 'СЬ', '▁для', '▁фар', 'ша'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁со', 'ла', '▁без', '▁сахар', 'а'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['Чай', 'DGagon'];['B-TYPE', 'B-BRAND']
['▁зелен', 'ь', '▁прочее'];['B-TYPE', 'I-TYPE', 'B-TYPE']
['ФАРШ', '400г'];['B-TYPE', 'B-VOLUME']
['▁', 'руч', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁май', 'о', 'нез', '▁я', '▁л'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['▁', 'Й', 'ЦО'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Бу', 'Ма', 'Ж', 'Ная', '▁сал', 'фет', 'к'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁масса', '▁', 'твор', 'ож', 'ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'й', 'о', 'гурт', '▁', 'пить', 'евой', '▁фр', 'уа', 'те'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁кру', 'вс', 'сан'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'вам', 'ин'];['B-BRAND', 'I-BRAND', 'I-BRAND']
['▁пе', 'лк', 'нки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'zen', 'tis', '▁ну', 'г'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁Г', 'Руш', 'Фи'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁к', 'екс', 'ы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'дя', 'дя', '▁ван', 'я'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-BRAND', 'I-BRAND']
['▁И', 'КРА', '▁из', '▁ко'];['B-TYPE', 'I-TYPE', 'O', 'O']
['для', 'кошек', '!40Г'];['B-TYPE', 'I-TYPE', 'B-VOLUME']
['▁vi', 'nut'];['B-TYPE', 'I-TYPE']
['▁YO', 'TA'];['B-BRAND', 'I-BRAND']
['▁гре', 'й', 'п', 'рук', 'т'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'кап', 'у', 'спа'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Мор', 'Ожен', 'Е', 'Ое'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Спец', 'Ии!'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁орех', '▁гре', 'цкий'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁ре', 'лен', 'ки'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁че', 'се', 'вица'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Твор', 'Ол', 'Г'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Лист', 'Ья', '▁для', '▁су', 'ши'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁че', 'сно', 'к', '▁', 'свежи', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁я', 'а', 'бл', 'ко'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кур', 'и', 'ные'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁було', 'чни', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁рез', 'ин', 'кой', '▁ЖЕ', 'ВА', 'ТЕЛЬ', 'Н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁кер', 'ж'];['B-TYPE', 'I-TYPE']
['▁пле', 'с', 'ень'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁шам', 'пу', 'нь', '▁для', '▁детей'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'O', 'O']
['▁Бат'];['B-TYPE']
['▁', 'тар', 'хан', 'ская'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁сум', 'ка', '▁gris', 'h'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁', 'чай', '▁у', 'лун'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁при', 'прав', 'ы', '.'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁топ', 'лен', 'ное', '▁вкус', 'ня', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁со', 'ну', 'борд'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['ТВОРОГ', '3.', '9%'];['B-TYPE', 'B-PERCENT', 'I-PERCENT']
['▁', 'Че', 'Чив', 'Т', 'Ца'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁в', 'аф', 'ли', '▁Я', 'Шки', 'Но'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁с', 'сал', 'ат'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'ое', 'чески', 'й'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁тоо', 'х', 'ун'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'мент', 'ана'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁кур', 'и', 'нный', '▁Фар', 'Ш'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁про', 'пар', 'ен', 'н'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁коп', 'че', 'ные', '▁око', 'роч', 'ка'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁с', 'тир', 'альный', '▁Поро', 'Шок', '▁3', 'Кг'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'B-VOLUME', 'I-VOLUME']
['▁ГРЕ', 'Ц', 'ЧА'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁тест', 'о', '▁', 'Сло', 'Е'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Сыр', '▁кам', 'ам', 'бер'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['100г', 'семечки'];['B-VOLUME', 'B-TYPE']
['▁маз', 'ь', '▁от', '▁укус', 'ов'];['B-TYPE', 'I-TYPE', 'O', 'O', 'O']
['▁Мор', 'О', 'Же', 'Оне'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Твор', 'Ож', 'Ное'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁пет', 'руш', 'ш'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁под', 'г', 'дз', 'ники'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['500г', 'печенье'];['B-VOLUME', 'B-TYPE']
['▁салат', '▁', 'мимо', 'за'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁бо', 'на', 'ны'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁а', 'во', 'аад', 'о'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁крем', '▁ре', 'пел', 'лен', 'ты'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁молоко', '▁станция', '▁', 'моло', 'чная'];['B-TYPE', 'B-BRAND', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁ла', 'ваше'];['B-TYPE', 'I-TYPE']
['▁', 'нут', '▁', 'у', 'вел', 'ка'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND']
['▁с', 'лив', 'ки', '▁20%'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-PERCENT']
['4', 'для', 'собак', 'mini'];['B-VOLUME', 'B-TYPE', 'I-TYPE', 'B-BRAND']
['▁Ш', 'Труд'];['B-TYPE', 'I-TYPE']
['▁', 'Фей', 'Хо', 'А', '▁art', 'fru'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁открыт', 'ки'];['B-TYPE', 'I-TYPE']
['▁ч', 'кр', 'вички'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁спи', 'чки', '▁фе', 'ник', 'с'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND', 'I-BRAND']
['▁сыр', '▁коп', 'чена'];['B-TYPE', 'B-TYPE', 'I-TYPE']
['▁му', 'рав', 'ец', 'ник'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ав', 'анг', 'ард', '▁хлеб', 'ц'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁под', 'ушки', '▁FAN'];['B-TYPE', 'I-TYPE', 'B-BRAND']
['▁', 'лось', 'о'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁прочие', '▁напитки'];['B-TYPE', 'B-TYPE']
['▁роста', 'гро', 'эк', 'спорт', '▁комп', 'о'];['B-BRAND', 'I-BRAND', 'I-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁rost', '▁У', 'Кс', 'Уса'];['B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁шам', 'пан', 'ское', '▁ст'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁чер', 'ная', '▁и', 'кра'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁ку', 'ки'];['B-BRAND', 'I-BRAND']
['▁ли', 'кер', '▁Бел', 'У'];['B-TYPE', 'I-TYPE', 'B-BRAND', 'I-BRAND']
['▁мор', 'ожен', 'ное', '▁пло', 'м', 'бир', '▁станция'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'B-BRAND']
['▁', 'лай', 'мы'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁му', 'сс', '▁твор', 'ож', 'ный'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE']
['▁рыб', 'а', '▁мой', 'ва'];['B-TYPE', 'I-TYPE', 'B-TYPE', 'I-TYPE']
['▁пи', 'родны', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁шар', 'лиз', '▁хал', 'в'];['B-BRAND', 'I-BRAND', 'B-TYPE', 'I-TYPE']
['▁', 'беля', 'ши'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁', 'Па', 'Стил', 'В'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁ак', 'еф', 'ир'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁сок', '▁мульти', 'ф', 'рук', 'т', 'овый'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁спец', 'ии', '!'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁ск', 'мб', 'рия'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁минерал', 'е', 'а'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Ку', 'Кур', 'Оза'];['B-TYPE', 'I-TYPE', 'I-TYPE']
['▁Nell', 'Y'];['B-BRAND', 'I-BRAND']
['▁', 'вао', 'ень', 'е'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁тендер', '▁', 'Мор', 'Ков', 'Ь'];['B-BRAND', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁f', 'sher', 'pri', 'c'];['O', 'O', 'O', 'O']
['▁не', 'моло', 'ко', '5'];['B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
['▁рулет', '▁Би', 'Ск', 'Вит', 'Ный'];['B-TYPE', 'B-TYPE', 'I-TYPE', 'I-TYPE', 'I-TYPE']
